submission_number,submitter_name_anonymized,snowplow_name,meaning,winning_name
1021,ekXKNHXw,bjorn ironsides,parts of the middle east. He plowed through his enemies and sailed away,FALSE
1022,tSHEK3qN,icecuse me,Asking politely to get to plow,FALSE
1023,byiBSzza,salty plowzer,Winter theme for our plows,FALSE
1024,vS7nVzfg,archimedes,of covid.,FALSE
1025,RMPEVewV,lake effect,Because we are surrounded by lakes,FALSE
1026,l3jEaVPG,sinestra,"The bodyguard in Frosted, like the plow keeps our streets safe",FALSE
1027,l3jEaVPG,ullr,God of snow,FALSE
1028,kpBIMdBo,snowtorious rbg,so much. Perhaps this would be a fun way to remember her.,FALSE
1029,Wzv76i0z,weï¿½ï¿½ï¿½re are the new sani ,Deferred money from other departments,FALSE
1030,h2fqeHiM,ricky bobby,"From Talladega Nights, #1 driver, smooth and clean",FALSE
1031,AG0iH4qf,schools are open!,No more snow days,FALSE
1032,pMUA3ODK,the lee alexander,City Beautiful,FALSE
1033,lsD8uUzP,salty,Connection to Salt City and the fact that snow hates salt.,FALSE
1034,4KAnjAMU,mighty mister salty,For the salt city of syracusr,FALSE
1035,h0wpvApd,winter flower (flor),the winter which he loved and the black top trucks in the summer. my father was very well know at DPW and dedicated most his,FALSE
1036,yQW7I5Va,salts mcgraults,It sounds like a salty snowplow!,FALSE
1037,l63aFx36,the assaulter,To assault the streets with salt,FALSE
1038,l63aFx36,the salting warrior,remake of the Saltine Warrior,FALSE
1039,0086DVK1,peter hall,especially needed during snowy months to make sure we are aware of road conditions before we head out of the door each,FALSE
1040,1xa3gZ2M,rumple steelskin,"Pun on old story character name, but still kicks ass simultaneously",FALSE
1041,7FpdsMod,clementine,Snowplow from the movie  Snow Day that was supposed to be about Syracuse.,FALSE
1042,xm8YSN5a,blade runner,to track down and eliminate bio engineered humans. The Blade Runner plow will track down + eliminate snow.,FALSE
1043,UyaCBFQM,hank,My dogs name,FALSE
1044,oskGfGJ5,herminator,A Olympic alpine skier one of the best skiers of all time,FALSE
1045,ODgmEc4O,the destroyer,"To destroy the snow and ice for safe, clean roads",FALSE
1046,I8FGjgR2,snow buster,ýýýWho you gonna call snow busterýýý,FALSE
1047,l63aFx36,squall brawler,fighting snow squalls,FALSE
1048,uasUTR2g,buster,"The plow is a snow ""Buster""",FALSE
1049,yDQeU9wV,snowpiercer,It's the name of the train in the movie of the same name,FALSE
1050,yDQeU9wV,brutus,Brutus is pushy. Get it?,FALSE
1051,vsiBjUVk,plowly mcplowface,It's fun and funny,FALSE
1052,tKuksTSD,plowy mcplowface,It's hilarious,FALSE
1053,4fr0YkXO,sweet sue,To me it just fits.,FALSE
1054,vR3E2m4g,plowy mcplowface,"Great grandfatherï¿½ï¿½ï¿½s name, an excellent ",FALSE
1055,T6bPwmPT,tiberius,Captain Kirks middle name,FALSE
1056,wf0vGBbO,getting it done 1 and two,The people who plow in syracuse have a big job ahead of them and they work hard getting it done,FALSE
1057,xlqjRl7w,mr. plow,Simpsons,FALSE
1058,cfrM2ZI5,plowy mcplowface,Boaty mcboatface,FALSE
1059,Ae3Sy8xB,"snow squall, snow blizzard, snow ball, snow storm etc",We live in snow country,FALSE
1060,cfrM2ZI5,dio,Ronnie james,FALSE
1061,cfrM2ZI5,spongebob plowpants,Sponge Bob's creator,FALSE
1062,cfrM2ZI5,tomcat,Tomcat and Bobcat,FALSE
1063,cfrM2ZI5,bobcat,Tomcat and Bobcat,FALSE
1064,cfrM2ZI5,otto,Otto the orange,FALSE
1065,l63aFx36,snow business,"It's not personal, it's just business.",FALSE
1066,cfrM2ZI5,grace jones,The legend,FALSE
1067,cfrM2ZI5,aunt jemima,Syracuse,FALSE
1068,cfrM2ZI5,puttin' on the gritz,Putting on the ritz,FALSE
1069,4TgyiVVB,plowey mcplowface,"In the tradition of all great internet naming memes and as a future tech city, by law, one plow must be named Plowey McPlowface",FALSE
1070,cfrM2ZI5,rod serling,Twilight zone,FALSE
1071,ANlWhXyb,olï¿½ï¿½ï¿½,Salt city,FALSE
1072,cfrM2ZI5,the wizard or oz,The great Oz,FALSE
1073,cfrM2ZI5,sal,Because shes a good olde gal fifteen miles on the Erie canal,FALSE
1074,ANlWhXyb,salty,Salt city syracuse,FALSE
1075,cfrM2ZI5,"allec, billy, daniel and steven.",Baldwin brothers,FALSE
1076,ANlWhXyb,salty,Salt city,FALSE
1077,teHuhisg,frosty the snowplow,ýýýFrosty the Snowman ýýýMar,FALSE
1078,BOB3Cobg,commander push it,Nothing,FALSE
1079,trH4tf72,plowy mcplowface,It's awesomesauce.,FALSE
1080,cfrM2ZI5,lost shaker of salt,Jimmy buffett,FALSE
1081,cfrM2ZI5,salt,Its what's inside that counts,FALSE
1082,BnZdukQG,name one after a retired driver!,Respect,FALSE
1083,U0KFAGbv,lake effect machine,machine will help clear the Lake Effect snow. I thought it was a cute pun. I love our weather and our snow.,FALSE
1084,QSdjyglc,plowmegedon,Because we are the #1 snow city and it takes an act of god to clear these streets,FALSE
1085,IIZNTznr,snow warrior,in the cab needs to be recognized not the vehicle itself.,FALSE
1086,239HGhAu,sally from syracuse,Its cute & simple like the truck,FALSE
1087,E1i4ocrb,mangakahia,Tiana has plowed over cancer and the competition!,FALSE
1088,trH4tf72,floyd's little plow,Some love for the Syracuse legend.,FALSE
1089,baJhRHfd,plowy mcplowface,It's face is a plow,FALSE
1090,AoyYA41Q,"merrily, eddie fum num, mr trolley",Syracuse produced children show Magic Toy Shop!,FALSE
1091,ValqMX9a,snow magnet,thats what a snowplow does it is a magnet to snow thats the only thing it does is plow snow,FALSE
1092,O6ASRkmW,apollo,Apollo is a Greek god of sunlight. This plow will bring sunlight to the roads and clear it up in Syracuse.,FALSE
1093,cEiO1e1C,snow miser,"From favorite holiday movie. "" The Year Without a Santa Claus""",FALSE
1094,8svmJZQP,yellow beast,My husband suggested it because we have a ï¿½ï¿½ï¿½beastï¿½ï¿½ï¿½ of win,FALSE
1095,ValqMX9a,snow buster,thats what it does bust the road snow,FALSE
1096,BBUQkK1P,the sub zero hero,to travel a good portion of the year,FALSE
1097,2GT8gJav,snow helper,Because it helps you get to places on the road and that way you are safe and on time.,FALSE
1098,cEiO1e1C,winter warlock,Good Christmas Movie,FALSE
1099,cEiO1e1C,snow thunder,Weather phenomenon.,FALSE
1100,cEiO1e1C,bumble ( aka snowmonster),Rudolph the Red Nosed Reindeer Movie,FALSE
1101,zSyuu1g6,the flurry force,Itï¿½ï¿½ï¿½s really snowy in Ne,FALSE
1102,2z74MYzB,quitanieves,It is the Spanish version of snowplow,FALSE
1103,pqIriyx4,nor-easter,Syracuse always gets good ones,FALSE
1104,0DG4YQvf,ginsburg,Ginsburg was ï¿½ï¿½ï¿½plowing aheadï¿½ï¿½ï¿½ despite a cance,FALSE
1105,OQSxO31V,NA,NA,NA
1106,cEiO1e1C,grapple,Weather phenomenon,FALSE
1107,cEiO1e1C,ice eater,Just because,FALSE
1108,icDVdUw3,la quitanieve poderosa,Its a powerful snow plower,FALSE
1109,2HlRw0Rc,squall squasher,squashing those squalls lol,FALSE
1110,2HlRw0Rc,powder pusher,push that snow,FALSE
1111,2HlRw0Rc,blizzard basher,bash the blizzard snow,FALSE
1112,cEiO1e1C,winged workhorse,Wing on plow.,FALSE
1113,cEiO1e1C,white out,Happens often around here!,FALSE
1114,cEiO1e1C,black ice beast,Just like it,FALSE
1115,kExBAvkF,ranger,The Army Rangers are known for their toughness and tenacity.,FALSE
1116,H9ve8UNr,the iceman cometh,We get lots of ice!,FALSE
1117,cEiO1e1C,super slushy,Problem around here at times,FALSE
1118,kExBAvkF,rambo,We all know who Rambo is! Never gives up!,FALSE
1119,9FkOCc2k,jack frost,Cooldness,FALSE
1120,cEiO1e1C,savior,They help when you need it most!,FALSE
1121,JOyQloNz,frosty smelter,"It a catchy name, it melts the snow with the salt",FALSE
1122,cEiO1e1C,sassy sleet,Also a problem around here.,FALSE
1123,cEiO1e1C,rumbler,Can heard them coming for a mile.,FALSE
1124,kExBAvkF,brando,Marlon Brando was a tough guy.ï¿½ï,FALSE
1125,H9ve8UNr,salt city salter,Syracuse is the Salt Ciity,FALSE
1126,cEiO1e1C,beast of burden,Just because it is a beast of a machine and does such heavy work,FALSE
1127,d4KeoJxm,name them after santas reindeer 10 easy to remember,NA,FALSE
1128,cEiO1e1C,alarm clock,Wakes me up before work,FALSE
1129,j9elpmPj,snow slayer,We would be stuck (literally) without these amazing beasts,FALSE
1130,yFoGngBt,otto,Be Loud Be Be Proud! Go Orange!,FALSE
1131,cEiO1e1C,weather warrior,Because it really is.,FALSE
1132,aP0Lf3Nj,mei,Micah-Eli-Isaiah,FALSE
1133,cEiO1e1C,mailbox muncher,"The plow has ""eaten"" my son's mailbox 4 times...",FALSE
1134,jaNacHfE,"the name i would like is snow chariot , frosty the snow plow , or snowsaurus",I like the names since they sound good.,FALSE
1135,NCMoyPlf,jack,Our family's favorite holiday movie Jack Frost,FALSE
1136,wOrKO7XI,plowy mcplowface,NA,FALSE
1137,mLpHbjPC,no mo sno,most of us are saying that a lot lol.,FALSE
1138,NFetBHcb,driveway blocker,Because they do!,FALSE
1139,lfIe9E0k,dawn`s early light,THE PLOWS ARE OUT TILL EARLY MORNING SOMETIMES AND MY NAME IS DAWN,FALSE
1140,qEGEx2p6,plowy mcplowface,"with anticipation of a snow day. I believe this name emphasizes not only the duty of the plow, but also the amount of respect that",FALSE
1141,uyx4iyUk,snow crusher,To remove snow in its path,FALSE
1142,T4lae6EG,dozer the dozarian,"snow. He would leap higher than my hubs' head to catch a snowball. He would roll in it. He loved Christmas too, and would",FALSE
1143,cIj70pLi,snow clean,Snowplows clean the snow from the Streets.,FALSE
1144,uyx4iyUk,terminator,Too destroy the snow in its path,FALSE
1145,uyx4iyUk,jack frost,Christmas themed,FALSE
1146,YnVvxm54,frosty,The world's most famous snowman,FALSE
1147,GD7iXP9m,kamala,"Strength, especially when the going gets tough.",FALSE
1148,gksxABSN,drew peacock,I love the idea of being plowed by a Drew Peacock!,FALSE
1149,XWkYv6lb,game on,The meaning of my name is like playing a game. So the trucks are ready like PAC-MAN. So it's Game On,FALSE
1150,y5mOJlJj,the black pearl,We have a cat with that name,FALSE
1151,guXxRk1J,"ernie, floyd, zonk etc","top ten running backs in SU history, honoring Floyd Little etc",FALSE
1152,tA0dUrQB,salty-sam  otto-the-orange  spirit-of-light,Syracuse legends and landmarks,FALSE
1153,7RDlaKa4,snowpiercer,Movie/TV series name of a train that travels worldwide thru snow after apocalypse,FALSE
1154,krfsaVia,tom brandston,News reporter form the film Snow Day,FALSE
1155,krfsaVia,salt city plower,History of city,FALSE
1156,krfsaVia,number 44,Floyd Little,FALSE
1157,krfsaVia,the attack wing,174th,FALSE
1158,W289jxEL,plow-vid 19,Itï¿½ï¿½ï¿½s pretty o,FALSE
1159,6HiISRzo,bunny,Snow bunny,FALSE
1160,10niCdkx,boss,Because a snow plow is boss of the streets they clean.,FALSE
1161,UoLUzDfu,thaw enforcement,The plows enforce the Thaw!,FALSE
1162,vk2ZiSr8,snow eater,plows love snow,FALSE
1163,DN9d30I5,snow plow truck,my dad name,FALSE
1164,rKkCEpWb,elsa,The main character from Frozen,FALSE
1165,irfPK7uu,whiteout or arctica,NA,FALSE
1166,ja31pi0A,stormy meredith,"humidity, cloudsï¿½ï¿½ï¿½who knew?).  Many a boomer school snow day was called due to his forecasts.   He added the science",FALSE
1167,z1uVbxly,plowy mcplowface,Because it's the only name to provide when the internet asks us to name large vehicles!,FALSE
1168,pPHkRhH9,plowy mcsnowface,A community trenf,FALSE
1169,FoEm7x1K,clementine,"Itï¿½ï¿½ï¿½s a great name for a large truck, and also itï¿½ï¿½ï¿",FALSE
1170,FmX1zvB3,plowy mcplowyface,Named after the Research vessel Boaty McBoatface,FALSE
1171,zxrNIfQk,snow belter,"Syracuse is the heart of the snow belt, and the plow ""belts"" (slaps) the snow off the road.",FALSE
1172,Rr4MGKUz,galactica,That ship was able to withstand significant damage and the forces of nature while doing itï¿½ï¿½ï¿½s job to keep itï¿½ï¿½ï¿½,FALSE
1173,C6msjo9X,buttercup,Reminds me of summer and the plows are pushing the snow away to another season,FALSE
1174,wOrKO7XI,memory of henry vaughn,Commisioner. Snow and Ice removal was under his supervision. Throughout his career Henry got it done! Henry passed away,FALSE
1175,lXfIoPPh,winter is coming!,"When it is not yet snowing and you see plows driving around and getting to position, you know winter is coming!",FALSE
1176,zxrNIfQk,speed the plow,"An old phrase meaning ""a wish for prosperity""",FALSE
1177,UA1M8eSV,the 'cuseinator!,Like the Terminator it gets the job done and of course our great hometown's nickname the 'Cuse!,FALSE
1178,ZRixI86E,sub zero hero,sure that the roads are treated with salt and plowed. As the snow is removed and the ice melts our hearts do as well. We truly,FALSE
1179,NNWI34Fc,bye bye snowman,"It is kind of a metaphor... Like you could say ""Dont build your snowmen in the streets, kiddies"".",FALSE
1180,mS9fE04p,the power plower,work.,FALSE
1181,tIimxI5U,covie,We can plow through Covid 19,FALSE
1182,YReVqtYv,jimmy salts,my life as a child and I even got to ride in it and he was able to have a good retirement for many years. He died last year and I,FALSE
1183,3OE9bQpz,snowdozer,Bull dozer for snow instead of dirt!,FALSE
1184,8iud5dle,dasher,"One of Santa's reindeers who help him get where he needs to go in the snowstorm, just like our plows and their drivers do!",FALSE
1185,8iud5dle,dancer,drivers do for those of us in CNY!,FALSE
1186,8iud5dle,prancer,drivers do for those of us in CNY!,FALSE
1187,8iud5dle,vixen,drivers do for those of us in CNY!,FALSE
1188,8iud5dle,comet,drivers do for those of us in CNY!,FALSE
1189,8iud5dle,cupid,drivers do for those of us in CNY!,FALSE
1190,8iud5dle,donner / donder,drivers do for those of us in CNY!,FALSE
1191,8iud5dle,blitzen,drivers do for those of us in CNY!,FALSE
1192,8iud5dle,rudolph,drivers do for those of us in CNY!,FALSE
1193,34V90SaA,sunny,Make everyone happy who sees it,FALSE
1194,CuJ5gLAL,"the saltine machine""",Syracuse is the Salt city. Salt is used to melt snow. Hence the Saltine Machine!,FALSE
1195,qsj7YG5O,polar revenge,Like the Polar Express,FALSE
1196,l1VDJjWm,plowie mcplowface,live on forever,FALSE
1197,ssU4SMpy,lee alexander,We for Lee!,FALSE
1198,FNIm2yYI,snowheim,Jim Boeheim,FALSE
1199,ssU4SMpy,bogardus' best,the city's original name--and the best snow fighters in the world.,FALSE
1200,4aUh5rEt,snow striker,Video Game,FALSE
1201,FNIm2yYI,santa babers,Santa Baby mixed with Dino Babers,FALSE
1202,LWRmMMrD,blissful blizzard,Self-Interest,FALSE
1203,wF8maQ2l,scooby or scoopy doo,Dump trucks scoop up all kinds of materials such as snow. I also think Scooby Doo cartoons are coooool!!!!!!,FALSE
1204,34V90SaA,woodstock,Snoops bird friend,FALSE
1205,wF8maQ2l,scooby or scoopy doo,Snow plows scoop up snow.I also love Scooby Doo cartoons.Thery are cooool!!!!!!!!,FALSE
1206,pkk7BoyF,no snow days,comes and ruins it for me. Might as well put it right on the side so I don't get my hopes up :(,FALSE
1207,34V90SaA,snoopy charlie brown linus lucy pig pen,Uplifting fun crew  uplifting the kids and all Iï¿½ï¿½ï¿½m laughi,FALSE
1208,sspLdMI8,darleen,all need a Darleen in our lives.,FALSE
1209,wd0aebft,mr. good truck,Because it moves snow an helps us travel safely.,FALSE
1210,waiBOC6j,avalanche,Piles of snow coming at ya,FALSE
1211,dTOSubgE,snow warrior,Plowing snow is a constant battle,FALSE
1212,dCdJYXtc,blizzard,Lots of snow moves around a plow and makes it cloudy,FALSE
1213,dTOSubgE,drift destroyer,Plows destroy drifts,FALSE
1214,VaBrLN4U,new york plough tough,safe in any weather.,FALSE
1215,waiBOC6j,frosty,Made for snow,FALSE
1216,vfEUx8yc,snows gotta go.,that the snow has to go like get off the streets and stuff so people can get places.,FALSE
1217,Iao60Jo2,cosmo,"countriesï¿½ï¿½ï¿½, and I think that Syracuse is a melting pot of different people and cultures. We take pride in that! Cosmo is also",FALSE
1218,Gw5xepbD,woody,To commemorate the retiring of Ron Wood from News Channel 9,FALSE
1219,vfEUx8yc,snow scrapers,I doesnt really have one just snow scrapers cause it scrapes the snow up.,FALSE
1220,GJoQxV6H,cum monster,Had a good feeling about this one,FALSE
1221,KoKzJlFY,hoover,Hoover the snow mover,FALSE
1222,z7fwmBsc,salty,"And, of course, we're the Salt City!",FALSE
1223,ddj5zUmK,salt city shoveler,Someone has to shovel the Salt city out .. hopefully it will be this plow!,FALSE
1224,UZAuyZ7O,frosty the snowplow,Play on words!,FALSE
1225,ddj5zUmK,into the night,clear our roads,FALSE
1226,SUqHVNwA,abominable truck,I named it Abominable truck because its a monstrous truck & it leaves tracks in snow.,TRUE
1227,h94hVMZY,whiteout,it's a another word for snow and it sounds good.,FALSE
1228,ddj5zUmK,maverick,celebrities born in Syracuse,FALSE
1229,jScrJUnu,the boeheimith,"on or off the court!""",FALSE
1230,ddj5zUmK,plow ed,Heismann trophy .. and from Syracuse University,FALSE
1231,pMBm9f4y,polaris,The north star.,FALSE
1232,ddj5zUmK,drive through 1941,window invented in Syracuse in 1941,FALSE
1233,n2tkm8IA,the bumble,Snow monster in Rudolph lol,FALSE
1234,b8v6k0tO,move aside!,To make people move,FALSE
1235,IcAdA9Fk,salty bottoms,Because it shoots salt out it back side,FALSE
1236,FVkeuXMb,plowy mcplowface,an homage to https://en.wikipedia.org/wiki/Boaty_McBoatface,FALSE
1237,WlU263hz,santa plows,Like Santa Claus but a plow,FALSE
1238,TAVkERhU,salty snow slayer,removal team in the country.,FALSE
1239,6hjVEPsH,santa maria,to combat the Mayor's disdain for Italian American Pride,FALSE
1240,KhL92Vw9,santa maria,Friend of columbus,FALSE
1241,SP9EtAvC,santa maria,St Mary - Original name of Columbus Circle,FALSE
1242,3DRo6CEM,santa maria,Italian Pride,FALSE
1243,nTBS4Wfy,santa maria,This name represents one of the three ships that were in the convoy when Columbus discovered America,FALSE
1244,jox2bBNs,salty mcsnowplow,It spreads salt and plows snow,FALSE
1245,ddj5zUmK,clear ed,ED. Past tense.  Also initials of Ernie Davis First African-American winner of Heisman Trophy who attended Syracuse University,FALSE
1246,lTWNT6lM,santa maria,Bold ship into the unknown.,FALSE
1247,jgKgjpaT,santa marie,ITALIAN RESPECT,FALSE
1248,wOrKO7XI,santa maria,NA,FALSE
1249,S8ZEquPX,santa maria,To honor the amazing achievement of Columbus.,FALSE
1250,5qg1OzTQ,santa maria,Tribute to the great Christopher Columbus,FALSE
1251,OgnOvMLm,santa maria,in this city.,FALSE
1252,YfCn1Ytk,santa maria,Christopher Columbus boat,FALSE
1253,RWJzP5Cf,santa maria,Columbus Fame as a navigator and one of the most talented men to ever have lived.This is his ship.,FALSE
1254,JA9qm9Tm,santa maria,Main ship of Columbus first Voyage to the new world.,FALSE
1255,q1b8kjmq,plowy mcplowface,in honor of Boaty McBoatface,FALSE
1256,Q6cdzvtb,santa maria,Recognition of the ship that carried Christopher Columbus to the new world,FALSE
1257,SszIJLed,matilda,A heavy duty name!,FALSE
1258,uI6insQk,jojo,My middle name is Jo and I drive a school bus and for the safety of my students on the bus Jojo can do its job,FALSE
1259,cABJh5pl,santa maria,Honoring Christopher Columbus,FALSE
1260,LqVf0Dgj,abominable plowman,Itï¿½ï¿½ï¿½,TRUE
1261,JTUumdBZ,santa maria,The Santa Maria was a vessel that met all challenges and got the job done.,FALSE
1262,8B5agc6q,santa maria,In honor of Columbus Circle,FALSE
1263,rGoJACn1,santa maria,You need to ask?,FALSE
1264,4ByhfXlL,santa maria,One of Columbus ships...sailed the uncharted waters without fear.,FALSE
1265,POZ3N9U0,santa maria,Name of one of the three ships that  Christopher Columbus sailed west in 1492  to explore and find the Indies.,FALSE
1266,Dge4H8PW,christopher columbus,Opened the New World so the city of Syracuse could have a place to call home.,FALSE
1267,DroWg7eJ,santa maria,NA,FALSE
1268,kcXCjvTU,giuseppe verdi,Beats what Waish would choose...Rap!,FALSE
1269,Pfhmvb19,curiosalty,"MOST, which has been inspiring me with science since childhood. Science, especially astronomy and robotics, are extremely",FALSE
1270,st47807k,santa maria,would become the greatest country in all civilization. The Santa Maria was in the vanguard of discovery. We need snowplows to,FALSE
1271,VJiny6Gf,santa maria,Origins of American History.,FALSE
1272,bnoIRzXC,snow a. cuse,Syracuse = snow,FALSE
1273,qB0O5ZPa,tiny,It's funny because they're so big,FALSE
1274,zeIUIDHP,the pearl,Really?,FALSE
1275,X3yq7GyG,santa maria,To give honor to Christopher Columbus and our Italian American community,FALSE
1276,qB0O5ZPa,salty,For the salt city,FALSE
1277,Hd6WQLZa,santa maria,"It is the name of one of Explorer and discoverer of America, Christopher Columbus ships.",FALSE
1278,qvmVpUBe,"nina,pinta, or santa maria",RESPECT FOR  CRISTOFORO COLUMBUS,FALSE
1279,nNwIFKYs,santa maria,Christopher Columbus and Italian Americans do not deserve your disrespect,FALSE
1280,y5mOJlJj,santa maria,One of CHRISTOPHER COLUMBUS ships,FALSE
1281,lVEUW2or,santa maria,Symbolic of Italian heritage/history in Syracuse,FALSE
1282,2DphTTCn,santa maria,The mother of God and also one of the ships of Christopher Columbus,FALSE
1283,wIpfARk5,big boy pusher,The plows are big and strong like a Big Boy,FALSE
1284,CAXOH27C,santa maria,It can be used to clean Columbus Circl,FALSE
1285,9erBMnWp,rolling snow,NA,FALSE
1286,3tIrHj3d,plowy mcplowface,In honor of the British autonomous underwater research vehicle Boaty McBoatface,FALSE
1287,CRSxcZmQ,santa maria,Symbolizes the Italian heritage and all the science and art given to civilization. More than most other cultures.,FALSE
1288,XL6Eae1S,santa maria,It reminds me of my native country and how many hardships people endured to reach a far away land and dream....,FALSE
1289,BcE6hsM6,big daddy andy,My dad's a plow driver in East Syracuse and has been doing it forever. That's his nickname he would love it,FALSE
1290,I44beUyE,santa maria,NA,FALSE
1291,jgLTeBZx,plownato,It plows like a tornado,FALSE
1292,njoUBypv,the santa maria,You can figure it out!,FALSE
1293,ddj5zUmK,brownie the blaster,storied career,FALSE
1294,UCJgwN4C,santa maria,To honor Christopher Columbus since the mayor decided to take it down,FALSE
1295,V1QcVX4W,santa maria,Strong vessel that persevered through challenging weather.,FALSE
1296,2QByxEW2,santa maria,It's represents perseverance.,FALSE
1297,Ww8JFsS7,santa maria,Italian Heritage,FALSE
1298,tQp7w0WI,santa maria,treacherous weather conditions and paved the way for further travelers. Kinda like a snow plow.,FALSE
1299,4ibTN9bW,gooberry,It was going to be the name of my genius blueberry sized tomatoes invention but I found out they already existed,FALSE
1300,y5MENVdK,santa maria,Italian pride!!!!!!!!,FALSE
1301,ANlWhXyb,road-kill,Chews up the damn roads,FALSE
1302,FGGeo4an,santa mariacolimbas,Columbus,FALSE
1303,m3ulM0tK,santa maria,Historic NAME!,FALSE
1304,8ATcPsXe,santa maria,A Tribute to all of our Mothers!          What can be better than that?,FALSE
1305,nY8am1MQ,santa maria,COLUMBUS DAY,FALSE
1306,nY8am1MQ,nina,CHRISTOPHER COLUMBUS,FALSE
1307,nY8am1MQ,pinta,CHRITOPHER COLUMBUS,FALSE
1308,HkEcBpGi,christopher,Great statue,FALSE
1309,UruzWJPy,santa maria,One of the best and most famous ships in HISTORY.,FALSE
1310,SCGxRUAA,santa maria,NA,FALSE
1311,WdBHvfhm,santa maria,"Obviously, a great name for a sturdy snowplow that must accomplish a job.",FALSE
1312,1EaquUy3,snow day destroyer,too late for the plows to get the roads clear before schools had to make a decision about closing.  Especially now with virtual,FALSE
1313,KATSmYLW,mcjiggles,Chilly,FALSE
1314,ZPdmabU1,santa maria,Just because,FALSE
1315,x2mPuzDa,santa maria,One of the ships that sailed to the New World under the direction of Christopher Columbus.,FALSE
1316,gmvvIs2g,winter push back,"Push Back"" works to stop that restriction so we can live normally in Syracuse, even in the winter.",FALSE
1317,zIXhdP0m,dolphy,In honor of Dolphy Day at LeMoyne,FALSE
1318,ZSmWQoqP,santa maria,Bringing attention to the Columbus Monument and Columbus.,FALSE
1319,zIXhdP0m,santa maria,In honor of Columbus Circle,FALSE
1320,r0RLQfNz,everest,It gets so cold and very snowy in the winter over here like walking through and everest.,FALSE
1321,nnnp1kV7,santa maria,It was the ship that brought Columbus across the ocean.,FALSE
1322,gmvvIs2g,mr. white bite,foam all over his shiny new blade.,FALSE
1323,Fsrg1Wcg,blizzard,Syracuse has a ton of snow storms that dump a lot of snow just like a blizzard.,FALSE
1324,qB0O5ZPa,santa maria,Atone for the Mayors anti-Italian rhetoric,FALSE
1325,S07Vamrf,goldilocks,Named after the Golden Snowball Award conceived in 1977 for the winner of the snowiest winter,FALSE
1326,UcepFMkR,santa maria,A noble ship,FALSE
1327,PxkQcAon,santa maria,NA,FALSE
1328,gXXOMaMN,santa maria,The Iroquois nation of all the tribes fought with the French against the Americans,FALSE
1329,5sH6IxQw,mayflower,Christopher Columbus discovered our Country and should be recognized for that,FALSE
1330,z00n2n53,santa maria,This ship lead the way to the new world.,FALSE
1331,buQHLUPt,remove the mayor,He deserves to go more than the statue,FALSE
1332,OIoMRSHI,santa maria,It was the name of one of Columbus ships that sailed to America.,FALSE
1333,tYwJmFJH,orange nation,Syracuse orangemen,FALSE
1334,DtJQgu1T,snow day buster,Snow plows help cut down on the number of days we have to be stuck inside.,FALSE
1335,S1NzSDd2,santa maria,To piss off the mayor the way he pissed off normal humans to satisfy Commies,FALSE
1336,3rJGlGuw,storm chaser,"As the snow piles up, the road crew chases it away!",FALSE
1337,IuQs87hq,santa maria,It is one of the ships that was with Columbus when he discovered the Americas,FALSE
1338,UFosi8cp,santa maria,A safe journey over rough seas,FALSE
1339,4LkVPOkA,salty sarah,"Salty for the salt, Sarah for Syracuse",FALSE
1340,b268ZT45,snowy mcsnowface,awesome memes.,FALSE
1341,ReT5dqts,santa maria,Honoring our Italian American Community,FALSE
1342,NGC76In0,santa maria,Saint Maria,FALSE
1343,tYwJmFJH,carmello,Carmello Anthony,FALSE
1344,ZPdmabU1,santa maria,Obviously Columbus related.,FALSE
1345,hlNKh3ko,santa maria,In honor of Italian Americans who contributed immensely to the city of Syracuse.,FALSE
1346,b268ZT45,plowy mcplowface,It is beautiful and easy to remember. And the plow would look great next to the plow Snowy McSnowface.,FALSE
1347,gW9vxC2S,salty sandy,The trucks hold sand and salt,FALSE
1348,DulNIVeO,harvey,First mayor of Syracuse,FALSE
1349,kK4NHwum,santa maria,Gives me some satisfaction of keeping a link to the Columbus circle should the mayor attempt to change name or remove statue.,FALSE
1350,dBWjh45g,trucky mctruckface,It completes the trifecta of Snowy McSnowface and Plowy McPlowface.,FALSE
1351,wOrKO7XI,christopher columbus,NA,FALSE
1352,I332vo6W,"donald ,whammy,kevin",lastly kevin ohara a long time mail courier at city hall,FALSE
1353,IueBiJ6m,santa maria,it's one of the ships Columbus discovered America with.,FALSE
1354,dBWjh45g,salty mcsaltface,"We are the Salt City, after all!",FALSE
1355,Z8RbSj3U,santa maria,The Italian heritage of so many Central New Yorkers,FALSE
1356,Sqol4uKd,norï¿½ï¿½ï¿½,Norï¿½ï¿½ï¿½easter ,FALSE
1357,Sqol4uKd,lake affect,Lake affect snow storms,FALSE
1358,bL7crp0E,santa maria,Italian for St.Mary.,FALSE
1359,kBrT3R8k,snow plumber,Dont know,FALSE
1360,wOrKO7XI,the santa maria,NA,FALSE
1361,DSAUViur,santa maria,Why not?,FALSE
1362,fzURMkfP,the plow,"It's got no time for silly names, it's got a job to do.",FALSE
1363,Zp8IjbpN,santa maria,Pride,FALSE
1364,4Byi0OCV,santa maria,because the plows travel the streets so people can move safely,FALSE
1365,U4npDHdM,santa maria,St. Mary,FALSE
1366,3GN2wM41,santa maria,Italian Pride,FALSE
1367,XbKitMW6,santa maria,My patron saint of Syracuse,FALSE
1368,cdRZ06DB,the snow destroyer,Snowplows are the best defeaters of the snow! They are tough!,FALSE
